ens,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000066336,72.8651237409303,9.41564616082996,0.156344725450551,0,0
ENSG00000278212,98.5445502153839,4.22189953519808,0.0993371785754034,0,0
ENSG00000189233,14.9156766149133,4.84972100064726,0.128491879591572,0,0
ENSG00000159239,21.0245447170374,4.05681047754001,0.0966066548651795,0,0
ENSG00000225914,250.041603500411,5.54553090146508,0.101271014365738,0,0
ENSG00000283023,52.0845374529814,7.04554201123337,0.170282307518159,0,0
ENSG00000280341,29.8054761457405,4.72885143809386,0.0937989829721264,0,0
ENSG00000279442,31.7531873938641,4.67442054483189,0.0905463709102824,0,0
ENSG00000231890,10.9541455392525,3.51515059903199,0.0801452599255412,0,0
ENSG00000271806,8.9744383797936,5.07776821039775,0.101021839600285,0,0
ENSG00000254162,23.9150227516143,3.81352128559173,0.090298818756893,0,0
ENSG00000213885,5.700286369686,4.70955694125266,0.124656179434789,0,0
ENSG00000204568,10750.1535752916,6.75175660595426,0.0649514435263677,0,0
ENSG00000262454,35.7282400922509,3.52119496150679,0.0790148021610859,0,0
ENSG00000204569,11462.6461526776,6.44288779632665,0.0627915035860407,0,0
ENSG00000280543,7.69686243471078,4.02123009522482,0.106058123309655,0,0
ENSG00000213442,244.098113802852,9.93397867288245,0.160296160057255,0,0
ENSG00000120457,35.4887191387669,6.51231712104139,0.124038665309662,0,0
ENSG00000197629,146.199323189678,10.7715278054433,0.172765057790301,0,0
ENSG00000284959,218.935400134673,6.0390069227359,0.0933249611911205,0,0
ENSG00000196136,545.450349575891,13.3973172210675,0.285893982240029,0,0
ENSG00000285646,33.6342691945171,4.39735515034067,0.115661106395769,0,0
ENSG00000258123,10.1025441058425,3.94721171249012,0.0998321411407032,0,0
ENSG00000165186,62.9912686107795,6.65584820534933,0.1094784888608,0,0
ENSG00000174469,6.0737405458514,3.92962937916334,0.103086429744206,0,0
ENSG00000204695,18.6967845386991,3.42754022131789,0.0894627303951893,0,0
ENSG00000196664,10.9145536383074,5.9692431218687,0.157884194117525,0,0
ENSG00000250144,6.90425017612977,5.49848662771256,0.140284935661667,0,0
ENSG00000179776,40.1294618759623,9.3067733634578,0.142715226938296,0,0
ENSG00000224675,11.2186120596117,5.8014779211087,0.104991454380265,0,0
ENSG00000102290,10.3750551097931,6.00844319779878,0.0994656342291649,0,0
ENSG00000213763,4.84586980767984,6.1539146056167,0.136246712093324,0,0
ENSG00000213780,3568.48528615141,6.25666475469972,0.0668910004092922,0,0
ENSG00000269888,47.948208554551,8.50638341703942,0.229003037019236,0,0
ENSG00000223756,81.5401493056112,3.98499336600021,0.0983972891713521,0,0
ENSG00000137411,7590.46639334204,6.49181916989255,0.0719904887963618,0,0
ENSG00000233086,5.7697759254289,4.47986006674383,0.105616650709895,0,0
ENSG00000121966,75.5451145123118,7.27857508394659,0.165917984684971,0,0
ENSG00000166111,5.36612954521263,5.84118996795146,0.124862645355507,0,0
ENSG00000187715,4.5057950030043,4.5707381706291,0.114710730744512,0,0
ENSG00000008517,103.997435725432,8.6451506016957,0.185363393682396,0,0
ENSG00000277734,88.1217010676241,9.27991223389868,0.214490922433153,0,0
ENSG00000162654,389.321208178281,7.79798757307322,0.18333415297547,0,0
ENSG00000132874,8.75068033415923,2.94708345484285,0.0714788768655397,0,0
ENSG00000284734,26.1787209558368,6.35219516613622,0.112649140368037,0,0
ENSG00000204366,1031.67146198928,6.61407158380899,0.0982747092784497,0,0
ENSG00000244255,191.011510957263,12.1696771972562,0.319955838004529,0,0
ENSG00000243649,2264.39415511184,11.500565466041,0.1930825245183,0,0
ENSG00000134489,6.5840499095113,4.21582769883711,0.110634719450353,0,0
ENSG00000110799,195.924897540914,7.86691725730457,0.131138881669779,0,0
ENSG00000113905,11.4771179038306,6.8595101412559,0.138020864332075,0,0
ENSG00000162989,6.41950356782162,5.60761332643408,0.138896019141196,0,0
