HGNC ID	Status	Approved symbol	Alias symbol	Previous symbol	Ensembl gene ID
HGNC:42368	Approved	RBBP4P1			ENSG00000249485
HGNC:42369	Approved	RBBP4P2			ENSG00000242457
HGNC:42370	Approved	RBBP4P3			ENSG00000276290
HGNC:42371	Approved	RBBP4P4			ENSG00000214561
HGNC:42372	Approved	RBBP4P5			ENSG00000256737
HGNC:42373	Approved	RBBP4P6			ENSG00000248674
HGNC:45108	Approved	RBBP6P1			
HGNC:39583	Approved	RBBP8P1			ENSG00000230399
HGNC:39584	Approved	RBBP8P2			
HGNC:51355	Approved	RBISP1		C8orf59P1	ENSG00000226209
HGNC:51357	Approved	RBISP2		C8orf59P2	ENSG00000271378
HGNC:54704	Approved	RBM7P1			ENSG00000223427
HGNC:13426	Approved	RBM8B			ENSG00000258427
HGNC:43743	Approved	RBM11P1			ENSG00000271488
HGNC:50366	Approved	RBM17P1			ENSG00000226625
HGNC:50367	Approved	RBM17P2			ENSG00000273999
HGNC:50368	Approved	RBM17P3			ENSG00000237207
HGNC:50369	Approved	RBM17P4			ENSG00000259585
HGNC:31466	Approved	RBM22P1			ENSG00000265097
HGNC:39695	Approved	RBM22P2			ENSG00000213411
HGNC:39696	Approved	RBM22P3			ENSG00000226485
HGNC:39697	Approved	RBM22P4			ENSG00000277769
HGNC:39698	Approved	RBM22P5			ENSG00000231137
HGNC:39699	Approved	RBM22P6		RBM22P10	ENSG00000275643
HGNC:39700	Approved	RBM22P7		RBM22P9	ENSG00000223395
HGNC:39704	Approved	RBM22P11		RBM22P8	
HGNC:49207	Approved	RBM22P12			ENSG00000260631
HGNC:49208	Approved	RBM22P13			ENSG00000261284
HGNC:54942	Approved	RBM39P1			ENSG00000214019
HGNC:46024	Approved	RBM43P1			ENSG00000239263
HGNC:44054	Approved	RBM48P1			ENSG00000223620
HGNC:9908	Approved	RBMS1P1	MSSP1	RBMS1P	ENSG00000225422
HGNC:30994	Approved	RBMS2P1		RBMS2P	ENSG00000213250
HGNC:39923	Approved	RBMX2P1			ENSG00000226406
HGNC:39924	Approved	RBMX2P2			ENSG00000213423
HGNC:39925	Approved	RBMX2P3			ENSG00000223575
HGNC:39926	Approved	RBMX2P4			ENSG00000230879
HGNC:39927	Approved	RBMX2P5			ENSG00000227087
HGNC:9911	Approved	RBMXP1	HNRNP-G	HNRPG	ENSG00000216835
HGNC:23284	Approved	RBMXP2			ENSG00000215210
HGNC:33949	Approved	RBMXP3			ENSG00000255063
HGNC:34028	Approved	RBMXP4			ENSG00000249465
HGNC:54979	Approved	RBMXP5			ENSG00000217835
HGNC:18849	Approved	RBMY1A3P			ENSG00000197038
HGNC:9915	Approved	RBMY1GP		RBMY1G	
HGNC:9916	Approved	RBMY1HP		RBMY1H	ENSG00000169811
HGNC:38750	Approved	RBMY1KP	RBMY1K		ENSG00000229234
HGNC:9917	Approved	RBMY2AP		RBMY2A	ENSG00000226092
HGNC:9918	Approved	RBMY2BP		RBMY2B	ENSG00000224657
HGNC:23260	Approved	RBMY2CP			ENSG00000215540
HGNC:23259	Approved	RBMY2DP			ENSG00000215507
HGNC:23890	Approved	RBMY2EP			ENSG00000223637
HGNC:23891	Approved	RBMY2FP	MGC26641		ENSG00000243040
HGNC:23892	Approved	RBMY2GP			ENSG00000223744
HGNC:23893	Approved	RBMY2HP			ENSG00000238073
HGNC:23918	Approved	RBMY2JP			ENSG00000227204
HGNC:23888	Approved	RBMY2KP			ENSG00000225809
HGNC:23889	Approved	RBMY2MP			
HGNC:23919	Approved	RBMY2NP			ENSG00000229208
HGNC:23894	Approved	RBMY2OP			ENSG00000234950
HGNC:23895	Approved	RBMY2QP			ENSG00000236718
HGNC:23896	Approved	RBMY2SP			
HGNC:23897	Approved	RBMY2TP			ENSG00000237269
HGNC:23898	Approved	RBMY2UP			ENSG00000225615
HGNC:23899	Approved	RBMY2VP			
HGNC:23900	Approved	RBMY2WP			ENSG00000230727
HGNC:23901	Approved	RBMY2XP			ENSG00000234399
HGNC:23902	Approved	RBMY2YP			ENSG00000227633
HGNC:23286	Approved	RBMY3AP	SPATA14		ENSG00000231436
HGNC:23286	Approved	RBMY3AP	RBMY4P		ENSG00000231436
HGNC:23286	Approved	RBMY3AP	RBMY3P		ENSG00000231436
HGNC:5725	Approved	RBPJP1		IGKJRBP1	
HGNC:5725	Approved	RBPJP1		RBPSUHP1	
HGNC:5726	Approved	RBPJP2		IGKJRBP2	ENSG00000274181
HGNC:5726	Approved	RBPJP2		RBPSUHP2	ENSG00000274181
HGNC:13686	Approved	RBPJP3	K2	RBPSUHP3	
HGNC:13687	Approved	RBPJP4	K7	RBPSUHP4	
HGNC:37485	Approved	RBPJP5			ENSG00000232239
HGNC:37486	Approved	RBPJP6			ENSG00000227924
HGNC:37487	Approved	RBPJP7			ENSG00000234217
HGNC:50509	Approved	RBPMS2P1			ENSG00000234025
HGNC:9923	Approved	RBPMSLP			ENSG00000234159
HGNC:54740	Approved	RBX1P1			ENSG00000226860
HGNC:54741	Approved	RBX1P2			ENSG00000251050
HGNC:45167	Approved	RCBTB2P1			ENSG00000235150
HGNC:37710	Approved	RCC2P1			ENSG00000234385
HGNC:38419	Approved	RCC2P2			ENSG00000237997
HGNC:42379	Approved	RCC2P3			ENSG00000233951
HGNC:42380	Approved	RCC2P4			ENSG00000249558
HGNC:42381	Approved	RCC2P5			ENSG00000241018
HGNC:42382	Approved	RCC2P6			ENSG00000254454
HGNC:42383	Approved	RCC2P7			ENSG00000220666
HGNC:42384	Approved	RCC2P8			ENSG00000250185
HGNC:39205	Approved	RCN1P1			ENSG00000215477
HGNC:39204	Approved	RCN1P2			ENSG00000214455
HGNC:53917	Approved	RDM1P1			ENSG00000266504
HGNC:53918	Approved	RDM1P2			ENSG00000266497
HGNC:53919	Approved	RDM1P3			ENSG00000267708
HGNC:53920	Approved	RDM1P4			ENSG00000271974
HGNC:53921	Approved	RDM1P5			ENSG00000263818
HGNC:9945	Approved	RDXP1			ENSG00000255387
HGNC:9946	Approved	RDXP2			ENSG00000223391
HGNC:54912	Approved	RDXP3			ENSG00000238247
HGNC:9953	Approved	REG1CP	RS	REGL	ENSG00000204787
HGNC:9953	Approved	REG1CP	RS	REG1P	ENSG00000204787
HGNC:38795	Approved	REREP1Y			ENSG00000225189
HGNC:38796	Approved	REREP2Y			ENSG00000235014
HGNC:38797	Approved	REREP3			
HGNC:24660	Approved	REXO1L1P	GOR	REXO1L1	ENSG00000205176
HGNC:32239	Approved	REXO1L2P			ENSG00000276998
HGNC:32240	Approved	REXO1L3P			ENSG00000273567
HGNC:32241	Approved	REXO1L4P			ENSG00000270416
HGNC:32242	Approved	REXO1L5P			ENSG00000277436
HGNC:32243	Approved	REXO1L6P		REXO1L7P	ENSG00000277422
HGNC:35429	Approved	REXO1L8P		REXO1L8	ENSG00000270971
HGNC:44432	Approved	REXO1L9P			ENSG00000271381
HGNC:44433	Approved	REXO1L10P			ENSG00000276540
HGNC:44434	Approved	REXO1L11P			ENSG00000275928
HGNC:44435	Approved	REXO1L12P			ENSG00000276006
HGNC:44531	Approved	RFC3P1			ENSG00000236158
HGNC:50450	Approved	RFC5P1			ENSG00000233526
HGNC:39420	Approved	RFESDP1			ENSG00000231650
HGNC:39181	Approved	RFKP1			ENSG00000215802
HGNC:39182	Approved	RFKP2			ENSG00000239439
HGNC:45138	Approved	RFPL4AP1			ENSG00000255238
HGNC:45145	Approved	RFPL4AP2			
HGNC:45139	Approved	RFPL4AP3			ENSG00000251220
HGNC:45140	Approved	RFPL4AP4			
HGNC:45144	Approved	RFPL4AP5			ENSG00000248720
HGNC:45142	Approved	RFPL4AP6			ENSG00000278292
HGNC:45143	Approved	RFPL4AP7			ENSG00000254268
HGNC:23971	Approved	RFTN1P1			ENSG00000234795
HGNC:39729	Approved	RGS17P1			ENSG00000229473
HGNC:44499	Approved	RHBDF1P1			ENSG00000234123
HGNC:10010	Approved	RHEBP1	RHEB	RHEB1	ENSG00000229927
HGNC:44991	Approved	RHEBP2			ENSG00000226964
HGNC:44992	Approved	RHEBP3			ENSG00000237446
HGNC:54953	Approved	RHOG2P			ENSG00000213706
HGNC:20003	Approved	RHOQP1		ARHQP	ENSG00000258568
HGNC:20003	Approved	RHOQP1		RHOQP	ENSG00000258568
HGNC:37836	Approved	RHOQP2			ENSG00000232742
HGNC:37837	Approved	RHOQP3			ENSG00000230756
HGNC:23777	Approved	RHOT1P1		RHOT3	ENSG00000266145
HGNC:23777	Approved	RHOT1P1		RHOT1P	ENSG00000266145
HGNC:37838	Approved	RHOT1P2			ENSG00000203616
HGNC:37839	Approved	RHOT1P3			ENSG00000242756
HGNC:51580	Approved	RHOXF1P1	TCONS_00017086		ENSG00000234493
HGNC:51611	Approved	RHOXF1P2			ENSG00000282850
HGNC:51612	Approved	RHOXF1P3			ENSG00000282933
HGNC:37708	Approved	RHPN2P1			ENSG00000258628
HGNC:34034	Approved	RIMKLBP1		FAM80C	ENSG00000189089
HGNC:34034	Approved	RIMKLBP1		RIMKLP	ENSG00000189089
HGNC:34034	Approved	RIMKLBP1		FAM80B2	ENSG00000189089
HGNC:34034	Approved	RIMKLBP1		RIMKLB2	ENSG00000189089
HGNC:39163	Approved	RIMKLBP2			ENSG00000225920
HGNC:39714	Approved	RIOK3P1			ENSG00000225944
HGNC:23340	Approved	RIPPLY3P1		DSCR6P1	
HGNC:16738	Approved	RLFP1		RLFP	
HGNC:39682	Approved	RLIMP1			ENSG00000229456
HGNC:39683	Approved	RLIMP2			ENSG00000237278
HGNC:39684	Approved	RLIMP3			
HGNC:47035	Approved	RMRPP5			ENSG00000223088
HGNC:42619	Approved	RN7SKP1			ENSG00000202395
HGNC:42620	Approved	RN7SKP2			ENSG00000252812
HGNC:42621	Approved	RN7SKP3			ENSG00000223341
HGNC:42622	Approved	RN7SKP4			ENSG00000271818
HGNC:42623	Approved	RN7SKP5			ENSG00000252854
HGNC:42624	Approved	RN7SKP6			ENSG00000201665
HGNC:42625	Approved	RN7SKP7			ENSG00000222472
HGNC:42626	Approved	RN7SKP8			ENSG00000222969
HGNC:42627	Approved	RN7SKP9			ENSG00000201793
HGNC:42628	Approved	RN7SKP10			ENSG00000201161
HGNC:45735	Approved	RN7SKP11			ENSG00000252827
HGNC:45736	Approved	RN7SKP12			ENSG00000252084
HGNC:45737	Approved	RN7SKP13			ENSG00000251742
HGNC:45738	Approved	RN7SKP14			ENSG00000251809
HGNC:45739	Approved	RN7SKP15			ENSG00000201612
HGNC:45740	Approved	RN7SKP16			ENSG00000222112
HGNC:45741	Approved	RN7SKP17			ENSG00000223174
HGNC:45742	Approved	RN7SKP18			ENSG00000251814
HGNC:45743	Approved	RN7SKP19			ENSG00000251825
HGNC:45744	Approved	RN7SKP20			ENSG00000199622
HGNC:45745	Approved	RN7SKP21			ENSG00000252312
HGNC:45746	Approved	RN7SKP22			ENSG00000201967
HGNC:45747	Approved	RN7SKP23			ENSG00000280039
HGNC:45748	Approved	RN7SKP24			ENSG00000251697
HGNC:45749	Approved	RN7SKP25			ENSG00000199319
HGNC:45750	Approved	RN7SKP26			ENSG00000222179
HGNC:45751	Approved	RN7SKP27			ENSG00000222616
HGNC:45752	Approved	RN7SKP28			ENSG00000201640
HGNC:45753	Approved	RN7SKP29			ENSG00000222889
HGNC:45754	Approved	RN7SKP30			ENSG00000223305
HGNC:45755	Approved	RN7SKP31			ENSG00000252163
HGNC:45756	Approved	RN7SKP32			ENSG00000222099
HGNC:45757	Approved	RN7SKP33			ENSG00000222874
HGNC:45758	Approved	RN7SKP34			ENSG00000251951
HGNC:45759	Approved	RN7SKP35			ENSG00000253019
HGNC:45760	Approved	RN7SKP36			ENSG00000200867
HGNC:45761	Approved	RN7SKP37			ENSG00000201364
HGNC:45762	Approved	RN7SKP38			ENSG00000222714
HGNC:45763	Approved	RN7SKP39			ENSG00000222705
HGNC:45764	Approved	RN7SKP40			ENSG00000253020
HGNC:45766	Approved	RN7SKP42			ENSG00000222845
HGNC:45767	Approved	RN7SKP43			ENSG00000251982
HGNC:45768	Approved	RN7SKP44			ENSG00000200472
HGNC:45769	Approved	RN7SKP45			ENSG00000200379
HGNC:45770	Approved	RN7SKP46			ENSG00000251751
HGNC:45771	Approved	RN7SKP47			ENSG00000202217
HGNC:45772	Approved	RN7SKP48			ENSG00000201901
HGNC:45773	Approved	RN7SKP49			ENSG00000252484
HGNC:45774	Approved	RN7SKP50			ENSG00000201564
HGNC:45775	Approved	RN7SKP51			ENSG00000222713
HGNC:45776	Approved	RN7SKP52			ENSG00000252028
HGNC:45777	Approved	RN7SKP53			ENSG00000223269
HGNC:45778	Approved	RN7SKP54			ENSG00000222636
HGNC:45779	Approved	RN7SKP55			ENSG00000201758
HGNC:45780	Approved	RN7SKP56			ENSG00000222445
HGNC:45781	Approved	RN7SKP57			ENSG00000253057
HGNC:45782	Approved	RN7SKP58			ENSG00000222942
HGNC:45783	Approved	RN7SKP59			ENSG00000222452
HGNC:45784	Approved	RN7SKP60			ENSG00000252794
HGNC:45785	Approved	RN7SKP61			ENSG00000222574
HGNC:45786	Approved	RN7SKP62			ENSG00000207269
HGNC:45787	Approved	RN7SKP63			ENSG00000200057
HGNC:45788	Approved	RN7SKP64			ENSG00000253015
HGNC:45789	Approved	RN7SKP65			ENSG00000222210
HGNC:45790	Approved	RN7SKP66			ENSG00000252490
HGNC:45791	Approved	RN7SKP67			ENSG00000251714
HGNC:45792	Approved	RN7SKP68			ENSG00000222987
HGNC:45793	Approved	RN7SKP69			ENSG00000202260
HGNC:45794	Approved	RN7SKP70			ENSG00000252464
HGNC:45795	Approved	RN7SKP71			ENSG00000201428
HGNC:45796	Approved	RN7SKP72			ENSG00000199197
HGNC:45797	Approved	RN7SKP73			ENSG00000223007
HGNC:45798	Approved	RN7SKP74			ENSG00000199719
HGNC:45799	Approved	RN7SKP75			ENSG00000199940
HGNC:45800	Approved	RN7SKP76			ENSG00000201289
HGNC:45801	Approved	RN7SKP77			ENSG00000200131
HGNC:45802	Approved	RN7SKP78			ENSG00000201581
HGNC:45803	Approved	RN7SKP79			ENSG00000200243
HGNC:45804	Approved	RN7SKP80			ENSG00000202058
HGNC:45805	Approved	RN7SKP81			ENSG00000202473
HGNC:45806	Approved	RN7SKP82			ENSG00000252595
HGNC:45807	Approved	RN7SKP83			ENSG00000252321
HGNC:45809	Approved	RN7SKP85			ENSG00000223281
HGNC:45810	Approved	RN7SKP86			ENSG00000222386
HGNC:45811	Approved	RN7SKP87			ENSG00000200966
HGNC:45812	Approved	RN7SKP88			ENSG00000252656
HGNC:45813	Approved	RN7SKP89			ENSG00000222706
HGNC:45814	Approved	RN7SKP90			ENSG00000199883
HGNC:45815	Approved	RN7SKP91			ENSG00000222784
HGNC:45816	Approved	RN7SKP92			ENSG00000253075
HGNC:45817	Approved	RN7SKP93			ENSG00000200708
HGNC:45818	Approved	RN7SKP94			ENSG00000222976
HGNC:45819	Approved	RN7SKP95			ENSG00000199730
HGNC:45820	Approved	RN7SKP96			ENSG00000252757
HGNC:45821	Approved	RN7SKP97			ENSG00000222898
HGNC:45822	Approved	RN7SKP98			ENSG00000252879
HGNC:45823	Approved	RN7SKP99			ENSG00000252837
HGNC:45824	Approved	RN7SKP100			ENSG00000223190
HGNC:45825	Approved	RN7SKP101			ENSG00000223308
HGNC:45826	Approved	RN7SKP102			ENSG00000223118
HGNC:45827	Approved	RN7SKP103			ENSG00000200718
HGNC:45828	Approved	RN7SKP104			ENSG00000199475
HGNC:45829	Approved	RN7SKP105			ENSG00000253001
HGNC:45830	Approved	RN7SKP106			ENSG00000222764
HGNC:45831	Approved	RN7SKP107			ENSG00000201027
HGNC:45832	Approved	RN7SKP108			ENSG00000223299
HGNC:45833	Approved	RN7SKP109			ENSG00000222524
HGNC:45834	Approved	RN7SKP110			ENSG00000222078
HGNC:45835	Approved	RN7SKP111			ENSG00000222281
HGNC:45836	Approved	RN7SKP112			ENSG00000223145
HGNC:45837	Approved	RN7SKP113			ENSG00000200761
HGNC:45838	Approved	RN7SKP114			ENSG00000222259
HGNC:45839	Approved	RN7SKP115			ENSG00000200047
HGNC:45840	Approved	RN7SKP116			ENSG00000252711
HGNC:45841	Approved	RN7SKP117			ENSG00000222107
HGNC:45842	Approved	RN7SKP118			ENSG00000201201
HGNC:45843	Approved	RN7SKP119			ENSG00000222685
HGNC:45844	Approved	RN7SKP120			ENSG00000222693
HGNC:45845	Approved	RN7SKP121			ENSG00000222774
HGNC:45846	Approved	RN7SKP122			ENSG00000251732
HGNC:45847	Approved	RN7SKP123			ENSG00000222664
HGNC:45848	Approved	RN7SKP124			ENSG00000201600
HGNC:45849	Approved	RN7SKP125			ENSG00000222413
HGNC:45850	Approved	RN7SKP126			ENSG00000223075
HGNC:45851	Approved	RN7SKP127			ENSG00000222375
HGNC:45852	Approved	RN7SKP128			ENSG00000201140
HGNC:45853	Approved	RN7SKP129			ENSG00000222220
HGNC:45854	Approved	RN7SKP130			ENSG00000201794
HGNC:45855	Approved	RN7SKP131			ENSG00000222630
HGNC:45856	Approved	RN7SKP132			ENSG00000251810
HGNC:45857	Approved	RN7SKP133			ENSG00000201715
HGNC:45858	Approved	RN7SKP134			ENSG00000200830
HGNC:45859	Approved	RN7SKP135			ENSG00000252358
HGNC:45860	Approved	RN7SKP136			ENSG00000222859
HGNC:45861	Approved	RN7SKP137			ENSG00000223006
HGNC:45863	Approved	RN7SKP139			ENSG00000222343
HGNC:45864	Approved	RN7SKP140			ENSG00000223128
HGNC:45865	Approved	RN7SKP141			ENSG00000251976
HGNC:45866	Approved	RN7SKP142			ENSG00000223168
HGNC:45867	Approved	RN7SKP143			ENSG00000222451
HGNC:45868	Approved	RN7SKP144			ENSG00000223040
HGNC:45869	Approved	RN7SKP145			ENSG00000200161
HGNC:45870	Approved	RN7SKP146			ENSG00000222174
HGNC:45871	Approved	RN7SKP147			ENSG00000252963
HGNC:45872	Approved	RN7SKP148			ENSG00000222111
HGNC:45873	Approved	RN7SKP149			ENSG00000199878
HGNC:45874	Approved	RN7SKP150			ENSG00000222448
HGNC:45875	Approved	RN7SKP151			ENSG00000222162
HGNC:45876	Approved	RN7SKP152			ENSG00000222376
HGNC:45877	Approved	RN7SKP153			ENSG00000201896
HGNC:45878	Approved	RN7SKP154			ENSG00000222068
HGNC:45879	Approved	RN7SKP155			ENSG00000251840
HGNC:45880	Approved	RN7SKP156			ENSG00000222240
HGNC:45881	Approved	RN7SKP157			ENSG00000251983
HGNC:45882	Approved	RN7SKP158			ENSG00000222385
HGNC:45883	Approved	RN7SKP159			ENSG00000222589
HGNC:45884	Approved	RN7SKP160			ENSG00000200674
HGNC:45885	Approved	RN7SKP161			ENSG00000223042
HGNC:45886	Approved	RN7SKP162			ENSG00000200475
HGNC:45887	Approved	RN7SKP163			ENSG00000200091
HGNC:45888	Approved	RN7SKP164			ENSG00000251947
HGNC:45889	Approved	RN7SKP165			ENSG00000223282
HGNC:45890	Approved	RN7SKP166			ENSG00000222744
HGNC:45891	Approved	RN7SKP167			ENSG00000222979
HGNC:45892	Approved	RN7SKP168			ENSG00000222842
HGNC:45893	Approved	RN7SKP169			ENSG00000223056
HGNC:45894	Approved	RN7SKP170			ENSG00000199420
HGNC:45895	Approved	RN7SKP171			ENSG00000201287
HGNC:45896	Approved	RN7SKP172			ENSG00000223273
HGNC:45897	Approved	RN7SKP173			ENSG00000199691
HGNC:45898	Approved	RN7SKP174			ENSG00000200673
HGNC:45899	Approved	RN7SKP175			ENSG00000275558
HGNC:45900	Approved	RN7SKP176			ENSG00000260682
HGNC:45901	Approved	RN7SKP177			ENSG00000222499
HGNC:45902	Approved	RN7SKP178			ENSG00000201875
HGNC:45903	Approved	RN7SKP179			ENSG00000251935
HGNC:45904	Approved	RN7SKP180			ENSG00000200783
HGNC:45905	Approved	RN7SKP181			ENSG00000223120
HGNC:45906	Approved	RN7SKP182			ENSG00000222704
HGNC:45907	Approved	RN7SKP183			ENSG00000252978
HGNC:45908	Approved	RN7SKP184			ENSG00000199218
HGNC:45909	Approved	RN7SKP185			ENSG00000199683
HGNC:45910	Approved	RN7SKP186		RN7SKP138	ENSG00000202241
HGNC:45911	Approved	RN7SKP187			ENSG00000202406
HGNC:45912	Approved	RN7SKP188			ENSG00000222721
HGNC:45913	Approved	RN7SKP189			ENSG00000201912
HGNC:45914	Approved	RN7SKP190			ENSG00000251888
HGNC:45915	Approved	RN7SKP191			ENSG00000201583
HGNC:45916	Approved	RN7SKP192			ENSG00000223223
HGNC:45917	Approved	RN7SKP193			ENSG00000201358
HGNC:45918	Approved	RN7SKP194			ENSG00000223260
HGNC:45919	Approved	RN7SKP195			ENSG00000252396
HGNC:45920	Approved	RN7SKP196			ENSG00000252076
HGNC:45921	Approved	RN7SKP197			ENSG00000252886
HGNC:45922	Approved	RN7SKP198			ENSG00000238324
HGNC:45923	Approved	RN7SKP199			ENSG00000222257
HGNC:45924	Approved	RN7SKP200			ENSG00000222496
HGNC:45926	Approved	RN7SKP202			ENSG00000222371
HGNC:45927	Approved	RN7SKP203			ENSG00000200488
HGNC:45928	Approved	RN7SKP204			ENSG00000202351
HGNC:45929	Approved	RN7SKP205			ENSG00000222931
HGNC:45930	Approved	RN7SKP206			ENSG00000222755
HGNC:45931	Approved	RN7SKP207			ENSG00000223136
HGNC:45932	Approved	RN7SKP208			ENSG00000202344
HGNC:45933	Approved	RN7SKP209			ENSG00000252697
HGNC:45934	Approved	RN7SKP210			ENSG00000238875
HGNC:45935	Approved	RN7SKP211			ENSG00000200198
HGNC:45936	Approved	RN7SKP212			ENSG00000222783
HGNC:45937	Approved	RN7SKP213			ENSG00000222678
HGNC:45938	Approved	RN7SKP214			ENSG00000201078
HGNC:45940	Approved	RN7SKP216			ENSG00000222982
HGNC:45941	Approved	RN7SKP217			ENSG00000201510
HGNC:45942	Approved	RN7SKP218			ENSG00000222154
HGNC:45943	Approved	RN7SKP219			ENSG00000252634
HGNC:45944	Approved	RN7SKP220			ENSG00000222543
HGNC:45945	Approved	RN7SKP221			ENSG00000222352
HGNC:45946	Approved	RN7SKP222			ENSG00000222583
HGNC:45947	Approved	RN7SKP223			ENSG00000222514
HGNC:45948	Approved	RN7SKP224			ENSG00000201010
HGNC:45949	Approved	RN7SKP225			ENSG00000222337
HGNC:45950	Approved	RN7SKP226			ENSG00000201782
HGNC:45951	Approved	RN7SKP227			ENSG00000201315
HGNC:45952	Approved	RN7SKP228			ENSG00000222974
HGNC:45953	Approved	RN7SKP229			ENSG00000222397
HGNC:45954	Approved	RN7SKP230			ENSG00000202512
HGNC:45955	Approved	RN7SKP231			ENSG00000200151
HGNC:45956	Approved	RN7SKP232			ENSG00000222102
HGNC:45957	Approved	RN7SKP233			ENSG00000252814
HGNC:45958	Approved	RN7SKP234			ENSG00000252982
HGNC:45959	Approved	RN7SKP235			ENSG00000222594
HGNC:45960	Approved	RN7SKP236			ENSG00000274662
HGNC:45961	Approved	RN7SKP237			ENSG00000201533
HGNC:45962	Approved	RN7SKP238			ENSG00000252292
HGNC:45963	Approved	RN7SKP239			ENSG00000201684
HGNC:45964	Approved	RN7SKP240			ENSG00000222515
HGNC:45965	Approved	RN7SKP241			ENSG00000240294
HGNC:45966	Approved	RN7SKP242			ENSG00000251776
HGNC:45967	Approved	RN7SKP243			ENSG00000199975
HGNC:45968	Approved	RN7SKP244			ENSG00000252322
HGNC:45969	Approved	RN7SKP245			ENSG00000200895
HGNC:45970	Approved	RN7SKP246			ENSG00000201423
HGNC:45971	Approved	RN7SKP247			ENSG00000223026
HGNC:45972	Approved	RN7SKP248			ENSG00000252087
HGNC:45973	Approved	RN7SKP249			ENSG00000202360
HGNC:45974	Approved	RN7SKP250			ENSG00000200794
HGNC:45975	Approved	RN7SKP251			ENSG00000276309
HGNC:45976	Approved	RN7SKP252			ENSG00000223142
HGNC:45977	Approved	RN7SKP253			ENSG00000252233
HGNC:45978	Approved	RN7SKP254			ENSG00000222617
HGNC:45979	Approved	RN7SKP255			ENSG00000200312
HGNC:45980	Approved	RN7SKP256			ENSG00000253010
HGNC:45981	Approved	RN7SKP257			ENSG00000201395
HGNC:45982	Approved	RN7SKP258			ENSG00000252960
HGNC:45983	Approved	RN7SKP259			ENSG00000222998
HGNC:45984	Approved	RN7SKP260			ENSG00000252716
HGNC:45985	Approved	RN7SKP261			ENSG00000222880
HGNC:45986	Approved	RN7SKP262			ENSG00000222950
HGNC:45987	Approved	RN7SKP263			ENSG00000223126
HGNC:45988	Approved	RN7SKP264			ENSG00000223012
HGNC:45989	Approved	RN7SKP265			ENSG00000252257
HGNC:45990	Approved	RN7SKP266			ENSG00000222164
HGNC:45991	Approved	RN7SKP267			ENSG00000222313
HGNC:45992	Approved	RN7SKP268			ENSG00000223039
HGNC:45993	Approved	RN7SKP269			ENSG00000202415
HGNC:45994	Approved	RN7SKP270			ENSG00000223229
HGNC:45995	Approved	RN7SKP271			ENSG00000222460
HGNC:45996	Approved	RN7SKP272			ENSG00000252797
HGNC:45997	Approved	RN7SKP273			ENSG00000223324
HGNC:45999	Approved	RN7SKP275			ENSG00000201496
HGNC:46000	Approved	RN7SKP276			ENSG00000252051
HGNC:46001	Approved	RN7SKP277			ENSG00000252704
HGNC:46002	Approved	RN7SKP278			ENSG00000222436
HGNC:46003	Approved	RN7SKP279			ENSG00000223315
HGNC:46004	Approved	RN7SKP280			ENSG00000201066
HGNC:46005	Approved	RN7SKP281			ENSG00000222404
HGNC:46006	Approved	RN7SKP282			ENSG00000252633
HGNC:46007	Approved	RN7SKP283			ENSG00000253006
HGNC:46008	Approved	RN7SKP284			ENSG00000222934
HGNC:46009	Approved	RN7SKP285			ENSG00000222069
HGNC:46010	Approved	RN7SKP286			ENSG00000222826
HGNC:46011	Approved	RN7SKP287			ENSG00000252355
HGNC:46012	Approved	RN7SKP288			ENSG00000252036
HGNC:46013	Approved	RN7SKP289			ENSG00000253053
HGNC:46014	Approved	RN7SKP290			ENSG00000271814
HGNC:46015	Approved	RN7SKP291			ENSG00000199831
HGNC:46016	Approved	RN7SKP292			ENSG00000202392
HGNC:46017	Approved	RN7SKP293			ENSG00000223321
HGNC:46018	Approved	RN7SKP294			ENSG00000199640
HGNC:46019	Approved	RN7SKP295			ENSG00000253073
HGNC:46020	Approved	RN7SKP296			ENSG00000223117
HGNC:46021	Approved	RN7SKP297			ENSG00000223202
HGNC:46022	Approved	RN7SKP298			ENSG00000251759
HGNC:46023	Approved	RN7SKP299			ENSG00000271765
HGNC:10039	Approved	RN7SL4P	7L28	RN7SLP1	ENSG00000263740
HGNC:10039	Approved	RN7SL4P	7L28	RN7SL427P	ENSG00000263740
HGNC:10040	Approved	RN7SL5P	7LEM1	RN7SLP2	ENSG00000265735
HGNC:10040	Approved	RN7SL5P	7LEM1	RN7SL249P	ENSG00000265735
HGNC:10041	Approved	RN7SL6P	7L7	RN7SLP3	
HGNC:10041	Approved	RN7SL6P	7L7	RN7SL848P	
HGNC:10042	Approved	RN7SL7P	7L23	RN7SLP4	ENSG00000266794
HGNC:10042	Approved	RN7SL7P	7L23	RN7SL27P	ENSG00000266794
HGNC:10043	Approved	RN7SL8P	7L63	RN7SLP5	ENSG00000243352
HGNC:10043	Approved	RN7SL8P	7L63	RN7SL433P	ENSG00000243352
HGNC:46027	Approved	RN7SL11P			ENSG00000239316
HGNC:46028	Approved	RN7SL12P			ENSG00000239553
HGNC:46030	Approved	RN7SL14P			ENSG00000266720
HGNC:46031	Approved	RN7SL15P			ENSG00000264573
HGNC:46032	Approved	RN7SL16P			ENSG00000243005
HGNC:46034	Approved	RN7SL18P			ENSG00000241625
HGNC:46035	Approved	RN7SL19P			ENSG00000243532
HGNC:46036	Approved	RN7SL20P			ENSG00000242251
