HGNC ID	Status	Approved symbol	Alias symbol	Previous symbol	Ensembl gene ID
HGNC:32184	Approved	DUXAP5			ENSG00000255377
HGNC:32185	Approved	DUXAP6			ENSG00000258726
HGNC:32186	Approved	DUXAP7			ENSG00000232136
HGNC:32187	Approved	DUXAP8			ENSG00000271672
HGNC:32188	Approved	DUXAP9	FLJ39632	LINC01296	ENSG00000225210
HGNC:32188	Approved	DUXAP9	lncRNA-CTD903	LINC01296	ENSG00000225210
HGNC:32188	Approved	DUXAP9	LNMAT1	LINC01296	ENSG00000225210
HGNC:32189	Approved	DUXAP10			
HGNC:51812	Approved	DUXAP11			ENSG00000270222
HGNC:51813	Approved	DUXAP12			
HGNC:3085	Approved	DVL1P1	DVL-22	DVL1L1	
HGNC:45012	Approved	DYNC1I2P1			ENSG00000225137
HGNC:20723	Approved	DYNLL1P1		DNCL1P1	ENSG00000205579
HGNC:20724	Approved	DYNLL1P2		DNCL1P2	ENSG00000258605
HGNC:49654	Approved	DYNLL1P3			ENSG00000235282
HGNC:49655	Approved	DYNLL1P4			ENSG00000257231
HGNC:49656	Approved	DYNLL1P5			ENSG00000242151
HGNC:49657	Approved	DYNLL1P6			ENSG00000248820
HGNC:49658	Approved	DYNLL1P7			ENSG00000230614
HGNC:16571	Approved	DYNLT3P1	dJ531H16.2	TCTE1P	ENSG00000232241
HGNC:37081	Approved	DYNLT3P2			ENSG00000229758
HGNC:3116	Approved	E2F3P1			ENSG00000267046
HGNC:3117	Approved	E2F3P2			ENSG00000203435
HGNC:38684	Approved	E2F4P1			ENSG00000231276
HGNC:51449	Approved	E2F6P1			ENSG00000234764
HGNC:51450	Approved	E2F6P2			ENSG00000224688
HGNC:51451	Approved	E2F6P3			ENSG00000226885
HGNC:51452	Approved	E2F6P4			ENSG00000231513
HGNC:45233	Approved	EBAG9P1			ENSG00000233690
HGNC:50682	Approved	EBLN3P	LOC100506710	EBLN3	ENSG00000281649
HGNC:14017	Approved	ECEL1P1			ENSG00000204121
HGNC:14019	Approved	ECEL1P2	ECEL2		ENSG00000244280
HGNC:14018	Approved	ECEL1P3			ENSG00000230122
HGNC:49736	Approved	ECM1P1			ENSG00000270639
HGNC:49737	Approved	ECM1P2			ENSG00000249995
HGNC:55152	Approved	ECMXP			ENSG00000224963
HGNC:19224	Approved	EDDM3CP	HE3-GAMMA	FAM12CP	ENSG00000234060
HGNC:37707	Approved	EDDM3DP			ENSG00000258963
HGNC:55143	Approved	EEDP1			ENSG00000224942
HGNC:3191	Approved	EEF1A1P1		EEF1A1P	ENSG00000223822
HGNC:20008	Approved	EEF1A1P2			ENSG00000258841
HGNC:3194	Approved	EEF1A1P3		EEF1AL	ENSG00000232587
HGNC:3194	Approved	EEF1A1P3		EEF1AL1	ENSG00000232587
HGNC:3199	Approved	EEF1A1P4		EEF1AL2	ENSG00000245205
HGNC:3200	Approved	EEF1A1P5		EEF1AL3	ENSG00000196205
HGNC:3201	Approved	EEF1A1P6		EEF1AL4	ENSG00000233476
HGNC:3202	Approved	EEF1A1P7		EEF1AL5	ENSG00000268222
HGNC:3203	Approved	EEF1A1P8		EEF1AL6	ENSG00000223529
HGNC:3204	Approved	EEF1A1P9		EEF1AL7	ENSG00000249264
HGNC:3205	Approved	EEF1A1P10		EEF1AL8	ENSG00000243746
HGNC:3206	Approved	EEF1A1P11		EEF1AL9	ENSG00000228502
HGNC:3195	Approved	EEF1A1P12		EEF1AL10	ENSG00000214199
HGNC:3196	Approved	EEF1A1P13		EEF1AL11	ENSG00000250182
HGNC:3197	Approved	EEF1A1P14		EEF1AL12	ENSG00000233057
HGNC:3198	Approved	EEF1A1P15		EEF1AL13	ENSG00000213704
HGNC:37889	Approved	EEF1A1P16			ENSG00000213235
HGNC:37890	Approved	EEF1A1P17			ENSG00000257907
HGNC:37891	Approved	EEF1A1P18			
HGNC:37892	Approved	EEF1A1P19			ENSG00000249855
HGNC:37893	Approved	EEF1A1P20			ENSG00000249963
HGNC:37894	Approved	EEF1A1P21			ENSG00000249542
HGNC:37895	Approved	EEF1A1P22			ENSG00000259612
HGNC:37896	Approved	EEF1A1P23			
HGNC:37897	Approved	EEF1A1P24			ENSG00000223668
HGNC:37898	Approved	EEF1A1P25			ENSG00000241429
HGNC:37899	Approved	EEF1A1P26			ENSG00000233167
HGNC:37900	Approved	EEF1A1P27			ENSG00000179460
HGNC:37902	Approved	EEF1A1P28			ENSG00000237709
HGNC:37904	Approved	EEF1A1P29			ENSG00000215093
HGNC:37906	Approved	EEF1A1P30			ENSG00000237757
HGNC:37908	Approved	EEF1A1P31			ENSG00000237859
HGNC:37909	Approved	EEF1A1P32			ENSG00000213046
HGNC:37911	Approved	EEF1A1P33			ENSG00000258846
HGNC:37912	Approved	EEF1A1P34			ENSG00000233324
HGNC:37913	Approved	EEF1A1P35			
HGNC:37914	Approved	EEF1A1P36			ENSG00000223912
HGNC:37915	Approved	EEF1A1P37			ENSG00000254124
HGNC:37916	Approved	EEF1A1P38			ENSG00000261557
HGNC:37917	Approved	EEF1A1P39			ENSG00000230125
HGNC:37918	Approved	EEF1A1P40			ENSG00000231144
HGNC:38799	Approved	EEF1A1P41			ENSG00000223600
HGNC:48927	Approved	EEF1A1P42			ENSG00000277043
HGNC:3193	Approved	EEF1A1P43		EEF1A3	
HGNC:3207	Approved	EEF1B2P1		EEF1B1	ENSG00000231169
HGNC:3209	Approved	EEF1B2P2	BETA-3	EEF1B	ENSG00000213864
HGNC:3209	Approved	EEF1B2P2	BETA-3	EEF1B3	ENSG00000213864
HGNC:3209	Approved	EEF1B2P2	EEF-1BETA5A	EEF1B	ENSG00000213864
HGNC:3209	Approved	EEF1B2P2	EEF-1BETA5A	EEF1B3	ENSG00000213864
HGNC:3209	Approved	EEF1B2P2	EEF-1	EEF1B	ENSG00000213864
HGNC:3209	Approved	EEF1B2P2	EEF-1	EEF1B3	ENSG00000213864
HGNC:3210	Approved	EEF1B2P3		EEF1B4	ENSG00000232472
HGNC:32475	Approved	EEF1B2P4			ENSG00000257119
HGNC:32476	Approved	EEF1B2P5			ENSG00000225121
HGNC:51453	Approved	EEF1B2P6			ENSG00000213261
HGNC:51454	Approved	EEF1B2P7			ENSG00000213055
HGNC:51455	Approved	EEF1B2P8			ENSG00000230497
HGNC:32474	Approved	EEF1DP1			ENSG00000228887
HGNC:33523	Approved	EEF1DP2			ENSG00000226721
HGNC:30486	Approved	EEF1DP3			ENSG00000229715
HGNC:22598	Approved	EEF1DP4	FLJ26697		ENSG00000213640
HGNC:33524	Approved	EEF1DP5			ENSG00000213130
HGNC:51456	Approved	EEF1DP6			ENSG00000229280
HGNC:51457	Approved	EEF1DP7			ENSG00000263883
HGNC:51458	Approved	EEF1DP8			ENSG00000236607
HGNC:51459	Approved	EEF1E1P1			ENSG00000236307
HGNC:44556	Approved	EEF1GP1			ENSG00000186676
HGNC:44557	Approved	EEF1GP2			ENSG00000250346
HGNC:44558	Approved	EEF1GP3			ENSG00000226845
HGNC:44559	Approved	EEF1GP4			ENSG00000240138
HGNC:44560	Approved	EEF1GP5			ENSG00000234785
HGNC:44561	Approved	EEF1GP6			ENSG00000216518
HGNC:44562	Approved	EEF1GP7			ENSG00000236290
HGNC:44563	Approved	EEF1GP8			ENSG00000234125
HGNC:44648	Approved	EFCAB14P1			ENSG00000228348
HGNC:55140	Approved	EFCAB15P			ENSG00000233483
HGNC:31739	Approved	EFL1P1	HsT19321	FAM42B	ENSG00000259404
HGNC:31739	Approved	EFL1P1	HsT19321	EFTUD1P1	ENSG00000259404
HGNC:44202	Approved	EFL1P2		EFTUD1P2	ENSG00000248998
HGNC:25149	Approved	EGFEM1P		C3orf50	ENSG00000206120
HGNC:25149	Approved	EGFEM1P		NCRNA00259	ENSG00000206120
HGNC:44481	Approved	EGLN1P1			ENSG00000254779
HGNC:49857	Approved	EGLN3P1			ENSG00000256134
HGNC:44586	Approved	EI24P1			ENSG00000236357
HGNC:44587	Approved	EI24P2			ENSG00000236257
HGNC:44588	Approved	EI24P3			ENSG00000214825
HGNC:44589	Approved	EI24P4			ENSG00000236343
HGNC:44590	Approved	EI24P5			
HGNC:19900	Approved	EIF1AXP1		EIF1AP1	ENSG00000236698
HGNC:44295	Approved	EIF1AXP2			ENSG00000258980
HGNC:49614	Approved	EIF1P1			ENSG00000229875
HGNC:49615	Approved	EIF1P2			ENSG00000235549
HGNC:49616	Approved	EIF1P3			ENSG00000231684
HGNC:49617	Approved	EIF1P4			ENSG00000262154
HGNC:49618	Approved	EIF1P5			ENSG00000266563
HGNC:49619	Approved	EIF1P6			ENSG00000267938
HGNC:49620	Approved	EIF1P7			ENSG00000213772
HGNC:39495	Approved	EIF2AP1			
HGNC:39496	Approved	EIF2AP2			
HGNC:39497	Approved	EIF2AP3			
HGNC:39498	Approved	EIF2AP4			ENSG00000227395
HGNC:20009	Approved	EIF2S2P1		EIF2S2P	ENSG00000258778
HGNC:24654	Approved	EIF2S2P2	bcm2636		ENSG00000229704
HGNC:31664	Approved	EIF2S2P3			ENSG00000236493
HGNC:37626	Approved	EIF2S2P4			ENSG00000128692
HGNC:37793	Approved	EIF2S2P5			ENSG00000225650
HGNC:37794	Approved	EIF2S2P6			ENSG00000254441
HGNC:37795	Approved	EIF2S2P7			ENSG00000271115
HGNC:6102	Approved	EIF3EP1		INT6P1	ENSG00000234882
HGNC:6102	Approved	EIF3EP1		EIF3S6P1	ENSG00000234882
HGNC:6102	Approved	EIF3EP1		EIF3EP	ENSG00000234882
HGNC:37919	Approved	EIF3EP2			ENSG00000224674
HGNC:37920	Approved	EIF3EP3			
HGNC:37921	Approved	EIF3EP4			
HGNC:3276	Approved	EIF3FP1		EIF3S5P	ENSG00000275945
HGNC:3276	Approved	EIF3FP1		EIF3FP	ENSG00000275945
HGNC:28863	Approved	EIF3FP2	IFP38		
HGNC:37625	Approved	EIF3FP3			ENSG00000233426
HGNC:13277	Approved	EIF3IP1	RG208K23		ENSG00000237064
HGNC:55005	Approved	EIF3JP1			ENSG00000228041
HGNC:44016	Approved	EIF3KP1			ENSG00000175749
HGNC:44017	Approved	EIF3KP2			ENSG00000233544
HGNC:44018	Approved	EIF3KP3			ENSG00000250442
HGNC:20010	Approved	EIF3LP1		EIF3S6IPP	ENSG00000258501
HGNC:20010	Approved	EIF3LP1		EIF3EIPP1	ENSG00000258501
HGNC:24657	Approved	EIF3LP2		EIF3S6IPP2	ENSG00000233837
HGNC:24657	Approved	EIF3LP2		EIF3EIPP2	ENSG00000233837
HGNC:44976	Approved	EIF3LP3			ENSG00000226086
HGNC:55006	Approved	EIF3MP1			ENSG00000236365
HGNC:3283	Approved	EIF4A1P1		EIF4A1P	ENSG00000233300
HGNC:23946	Approved	EIF4A1P2			ENSG00000235001
HGNC:37922	Approved	EIF4A1P3			ENSG00000231018
HGNC:37923	Approved	EIF4A1P4			ENSG00000257790
HGNC:37924	Approved	EIF4A1P5			ENSG00000226161
HGNC:37925	Approved	EIF4A1P6			ENSG00000236608
HGNC:37926	Approved	EIF4A1P7			ENSG00000235472
HGNC:37927	Approved	EIF4A1P8			ENSG00000213484
HGNC:37928	Approved	EIF4A1P9			ENSG00000262953
HGNC:37930	Approved	EIF4A1P10			ENSG00000229132
HGNC:37932	Approved	EIF4A1P11			ENSG00000231564
HGNC:37933	Approved	EIF4A1P12			ENSG00000257662
HGNC:37934	Approved	EIF4A1P13			ENSG00000225701
HGNC:37929	Approved	EIF4A2P1			ENSG00000267336
HGNC:45099	Approved	EIF4A2P2			ENSG00000227382
HGNC:45100	Approved	EIF4A2P3			ENSG00000254589
HGNC:45101	Approved	EIF4A2P4			ENSG00000224781
HGNC:45102	Approved	EIF4A2P5			ENSG00000255490
HGNC:51460	Approved	EIF4A3P1			ENSG00000266181
HGNC:19929	Approved	EIF4BP1		EIF4BP	ENSG00000259019
HGNC:37935	Approved	EIF4BP2			ENSG00000228753
HGNC:37936	Approved	EIF4BP3			ENSG00000224546
HGNC:37937	Approved	EIF4BP4			ENSG00000229572
HGNC:37938	Approved	EIF4BP5			ENSG00000261336
HGNC:37939	Approved	EIF4BP6			ENSG00000197258
HGNC:37940	Approved	EIF4BP7			ENSG00000225031
HGNC:37941	Approved	EIF4BP8			ENSG00000243918
HGNC:37942	Approved	EIF4BP9			ENSG00000237294
HGNC:16237	Approved	EIF4E2P1	dJ1049G11.3	EIF4EL4	ENSG00000213384
HGNC:51464	Approved	EIF4E2P2			ENSG00000244157
HGNC:20160	Approved	EIF4EBP1P1		EIF4EBP1P	ENSG00000258870
HGNC:44047	Approved	EIF4EBP1P2			
HGNC:16596	Approved	EIF4EBP2P1	dJ862K6.3	EIF4EBP2P	ENSG00000233711
HGNC:49317	Approved	EIF4EBP2P2			ENSG00000260282
HGNC:49318	Approved	EIF4EBP2P3			ENSG00000220505
HGNC:3292	Approved	EIF4EP1	dJ1022P6.3	EIF4EL2	ENSG00000233578
HGNC:32428	Approved	EIF4EP2			ENSG00000229944
HGNC:51461	Approved	EIF4EP3			ENSG00000244199
HGNC:51462	Approved	EIF4EP4			ENSG00000232968
HGNC:51463	Approved	EIF4EP5			ENSG00000214366
HGNC:49035	Approved	EIF4HP1			ENSG00000233830
HGNC:49036	Approved	EIF4HP2			ENSG00000237977
HGNC:51467	Approved	EIF5A2P1			ENSG00000260576
HGNC:3303	Approved	EIF5AP2			ENSG00000267679
HGNC:3304	Approved	EIF5AP3			ENSG00000267346
HGNC:31442	Approved	EIF5AP4		EIF5AL3	ENSG00000234743
HGNC:51465	Approved	EIF5P1			ENSG00000215319
HGNC:51466	Approved	EIF5P2			ENSG00000275800
HGNC:33539	Approved	ELF2P1			ENSG00000234345
HGNC:24610	Approved	ELF2P2			
HGNC:24611	Approved	ELF2P3			ENSG00000232743
HGNC:33540	Approved	ELF2P4			ENSG00000225406
HGNC:39021	Approved	ELK1P1			ENSG00000234359
HGNC:3323	Approved	ELK2AP	ELK2.1	ELK2	ENSG00000213140
HGNC:3323	Approved	ELK2AP	ELK2.1	ELK2P1	ENSG00000213140
HGNC:3324	Approved	ELK2BP	ELK2.2	ELK2P2	ENSG00000234402
HGNC:39343	Approved	ELL2P1			ENSG00000227295
HGNC:39344	Approved	ELL2P2			ENSG00000251051
HGNC:39345	Approved	ELL2P3			ENSG00000234765
HGNC:39346	Approved	ELL2P4			ENSG00000226388
HGNC:38008	Approved	ELMO2P1			ENSG00000276172
HGNC:31007	Approved	ELOA3BP	HsT828	TCEB3CL	ENSG00000278674
HGNC:31007	Approved	ELOA3BP	HsT828	ELOA3B	ENSG00000278674
HGNC:52410	Approved	ELOA3CP		ELOA3C	ENSG00000275553
HGNC:33511	Approved	ELOA3DP		TCEB3CL2	ENSG00000183791
HGNC:33511	Approved	ELOA3DP		ELOA3D	ENSG00000183791
HGNC:24617	Approved	ELOA3P	HsT829	TCEB3C	ENSG00000274744
HGNC:24617	Approved	ELOA3P	HsT829	ELOA3	ENSG00000274744
HGNC:24617	Approved	ELOA3P	TCEB3L2	TCEB3C	ENSG00000274744
HGNC:24617	Approved	ELOA3P	TCEB3L2	ELOA3	ENSG00000274744
HGNC:24617	Approved	ELOA3P	ELOA3A	TCEB3C	ENSG00000274744
HGNC:24617	Approved	ELOA3P	ELOA3A	ELOA3	ENSG00000274744
HGNC:54534	Approved	ELOAP1			ENSG00000235640
HGNC:39719	Approved	ELOBP1		TCEB2P1	ENSG00000234152
HGNC:39720	Approved	ELOBP2		TCEB2P2	ENSG00000255262
HGNC:39721	Approved	ELOBP3		TCEB2P3	ENSG00000232285
HGNC:39722	Approved	ELOBP4		TCEB2P4	ENSG00000234167
HGNC:17762	Approved	ELOCP2		TCEB1P2	ENSG00000259838
HGNC:29457	Approved	ELOCP3	dJ254P11.1	TCEB1P3	ENSG00000229919
HGNC:38141	Approved	ELOCP4		TCEB1P4	ENSG00000232924
HGNC:38140	Approved	ELOCP5		TCEB1P5	ENSG00000271123
HGNC:38142	Approved	ELOCP6		TCEB1P6	ENSG00000225740
HGNC:38143	Approved	ELOCP7		TCEB1P7	ENSG00000230377
HGNC:38144	Approved	ELOCP8		TCEB1P8	ENSG00000234131
HGNC:38145	Approved	ELOCP9		TCEB1P9	ENSG00000231540
HGNC:38146	Approved	ELOCP10		TCEB1P10	ENSG00000234081
HGNC:38147	Approved	ELOCP11		TCEB1P11	ENSG00000227867
HGNC:38148	Approved	ELOCP12		TCEB1P12	ENSG00000230412
HGNC:38149	Approved	ELOCP13		TCEB1P13	ENSG00000225716
HGNC:38150	Approved	ELOCP14		TCEB1P14	ENSG00000228193
HGNC:38151	Approved	ELOCP15		TCEB1P15	ENSG00000232029
HGNC:38152	Approved	ELOCP16		TCEB1P16	ENSG00000227915
HGNC:38153	Approved	ELOCP17		TCEB1P17	ENSG00000232695
HGNC:38154	Approved	ELOCP18		TCEB1P18	ENSG00000237622
HGNC:38155	Approved	ELOCP19		TCEB1P19	ENSG00000241975
HGNC:38156	Approved	ELOCP20		TCEB1P20	ENSG00000229101
HGNC:38157	Approved	ELOCP21		TCEB1P21	ENSG00000226186
HGNC:38158	Approved	ELOCP22		TCEB1P22	ENSG00000255006
HGNC:38159	Approved	ELOCP23		TCEB1P23	ENSG00000224686
HGNC:38160	Approved	ELOCP24		TCEB1P25	ENSG00000228410
HGNC:38160	Approved	ELOCP24		TCEB1P24	ENSG00000228410
HGNC:38731	Approved	ELOCP26		TCEB1P26	ENSG00000236599
HGNC:31692	Approved	ELOCP27		TCEB1P27	ENSG00000265545
HGNC:49169	Approved	ELOCP28		TCEB1P28	ENSG00000105694
HGNC:49170	Approved	ELOCP29		TCEB1P29	ENSG00000267418
HGNC:49171	Approved	ELOCP30		TCEB1P30	ENSG00000223746
HGNC:49172	Approved	ELOCP31		TCEB1P31	ENSG00000256021
HGNC:49173	Approved	ELOCP32		TCEB1P32	ENSG00000257465
HGNC:49174	Approved	ELOCP33		TCEB1P33	ENSG00000271278
HGNC:49175	Approved	ELOCP34		TCEB1P34	ENSG00000270535
HGNC:49176	Approved	ELOCP35		TCEB1P35	ENSG00000271595
HGNC:54973	Approved	ELOCP36			ENSG00000225896
HGNC:38661	Approved	EMBP1			ENSG00000231752
HGNC:54651	Approved	EMP2P1			ENSG00000231655
HGNC:3352	Approved	ENO1P1		ENO1P	ENSG00000244457
HGNC:37943	Approved	ENO1P2			ENSG00000258739
HGNC:37944	Approved	ENO1P3			ENSG00000243986
HGNC:37945	Approved	ENO1P4			ENSG00000241790
HGNC:48699	Approved	ENPP7P1			ENSG00000249188
HGNC:48685	Approved	ENPP7P2			ENSG00000239959
HGNC:48686	Approved	ENPP7P3			ENSG00000248618
HGNC:48687	Approved	ENPP7P4			ENSG00000241278
HGNC:48688	Approved	ENPP7P5			ENSG00000256589
HGNC:48698	Approved	ENPP7P6			ENSG00000255549
HGNC:48690	Approved	ENPP7P7			ENSG00000273819
HGNC:48691	Approved	ENPP7P8			ENSG00000255319
HGNC:48692	Approved	ENPP7P9			ENSG00000250476
HGNC:48693	Approved	ENPP7P10			ENSG00000249767
HGNC:48694	Approved	ENPP7P11			ENSG00000250942
HGNC:48697	Approved	ENPP7P12			ENSG00000254527
HGNC:48696	Approved	ENPP7P13	DUNQU1		ENSG00000261580
HGNC:51387	Approved	ENPP7P14			ENSG00000273963
HGNC:16588	Approved	ENSAP1	dJ822J19.1	ENSAP	ENSG00000224274
HGNC:20011	Approved	ENSAP2			ENSG00000259032
HGNC:37946	Approved	ENSAP3			ENSG00000177261
HGNC:29375	Approved	ENTR1P1		SDCCAG3L	ENSG00000256704
HGNC:29375	Approved	ENTR1P1		SDCCAG3P1	ENSG00000256704
HGNC:39164	Approved	ENTR1P2		SDCCAG3P2	ENSG00000181101
HGNC:26602	Approved	EP400P1	FLJ33915	EP400NL	ENSG00000185684
HGNC:18166	Approved	EPS15P1	PRO1866	EPS15L2	ENSG00000242948
HGNC:41916	Approved	ERHP1			ENSG00000254270
HGNC:41917	Approved	ERHP2			ENSG00000218143
HGNC:38012	Approved	ERLEC1P1			ENSG00000240755
HGNC:24625	Approved	ERP29P1	ERP28P		ENSG00000233347
HGNC:23285	Approved	ESPNP			ENSG00000268869
HGNC:3472	Approved	ESRRAP1		ESRRAP	ENSG00000215572
HGNC:24647	Approved	ESRRAP2	ESTRRA		ENSG00000235438
HGNC:3478	Approved	ETF1P1	HCGVII	SUP45L2	ENSG00000232757
HGNC:3479	Approved	ETF1P2		SUP45L3	ENSG00000240132
HGNC:3480	Approved	ETF1P3		SUP45L4	ENSG00000233833
HGNC:55136	Approved	ETS2P1			ENSG00000237833
HGNC:43870	Approved	EXOC5P1			ENSG00000180673
HGNC:43871	Approved	EXOC7P1			ENSG00000250485
HGNC:44547	Approved	EXOGP1			ENSG00000263748
HGNC:33989	Approved	EXOSC3P1			ENSG00000229007
HGNC:33990	Approved	EXOSC3P2			ENSG00000269763
HGNC:3517	Approved	EXTL2P1		EXTL2P	ENSG00000223976
HGNC:39918	Approved	EZH2P1			ENSG00000231300
HGNC:50679	Approved	FAAHP1	FAAH-OUT	LINC00505	ENSG00000232022
HGNC:3558	Approved	FABP3P2	FABP3-ps		ENSG00000233259
HGNC:3558	Approved	FABP3P2	FABP3P		ENSG00000233259
HGNC:31059	Approved	FABP5P1	FABP5	FABP5L1	ENSG00000236972
HGNC:31060	Approved	FABP5P2		FABP5L2	ENSG00000236044
HGNC:22573	Approved	FABP5P3	TCAG_1781704	FABP5L3	ENSG00000241735
HGNC:31061	Approved	FABP5P4		FABP5L4	ENSG00000229287
HGNC:31068	Approved	FABP5P5		FABP5L5	ENSG00000213716
HGNC:31069	Approved	FABP5P6		FABP5L6	ENSG00000249919
HGNC:31070	Approved	FABP5P7		FABP5L7	ENSG00000234964
HGNC:31063	Approved	FABP5P8		FABP5L8	ENSG00000259308
HGNC:31064	Approved	FABP5P9		FABP5L9	ENSG00000259630
HGNC:31066	Approved	FABP5P10		FABP5L10	ENSG00000213201
HGNC:19328	Approved	FABP5P11		FABP5P1	ENSG00000240122
HGNC:19328	Approved	FABP5P11		FABP5L11	ENSG00000240122
HGNC:31067	Approved	FABP5P12		FABP5L12	ENSG00000249367
HGNC:38717	Approved	FABP5P13		FABP5L13	ENSG00000234958
HGNC:31065	Approved	FABP5P14		FABP5L14	ENSG00000234588
HGNC:31071	Approved	FABP5P15		FABP5L15	ENSG00000237106
HGNC:41951	Approved	FABP7P1			ENSG00000226766
HGNC:41952	Approved	FABP7P2			ENSG00000235129
HGNC:45176	Approved	FABP12P1			ENSG00000216265
HGNC:43618	Approved	FADS2B		FADS2P1	ENSG00000274150
HGNC:45172	Approved	FAF2P1			ENSG00000228759
HGNC:44135	Approved	FAHD2CP			ENSG00000231584
HGNC:32441	Approved	FAHD2P1		FAHD2P	ENSG00000257302
HGNC:34501	Approved	FAM3C2P		FAM3C2	ENSG00000174028
HGNC:16373	Approved	FAM8A2P			ENSG00000254722
HGNC:16374	Approved	FAM8A3P			ENSG00000224337
HGNC:16375	Approved	FAM8A4P		FAM8A8P	ENSG00000232730
HGNC:16376	Approved	FAM8A5P			ENSG00000238101
HGNC:16377	Approved	FAM8A6P			ENSG00000218772
HGNC:23868	Approved	FAM8A7P			
HGNC:23870	Approved	FAM8A9P			
HGNC:23871	Approved	FAM8A10P			
HGNC:45010	Approved	FAM21EP	FLJ31813		ENSG00000235618
HGNC:45011	Approved	FAM21FP			ENSG00000237840
HGNC:23584	Approved	FAM25BP	bA144G6.8	FAM25B	ENSG00000273225
HGNC:30945	Approved	FAM32BP		FAM32B	ENSG00000203416
HGNC:34239	Approved	FAM32CP		FAM32C	ENSG00000213525
HGNC:34240	Approved	FAM32DP		FAM32D	ENSG00000265472
HGNC:34241	Approved	FAM32EP		FAM32E	ENSG00000256125
HGNC:34342	Approved	FAM47DP			ENSG00000174678
HGNC:49805	Approved	FAM71BP1			ENSG00000270683
HGNC:44371	Approved	FAM86B3P			ENSG00000173295
HGNC:25561	Approved	FAM86C1P	FLJ10661	FAM86C	ENSG00000158483
HGNC:25561	Approved	FAM86C1P	FLJ10661	FAM86C1	ENSG00000158483
HGNC:25561	Approved	FAM86C1P	FLJ27199	FAM86C	ENSG00000158483
HGNC:25561	Approved	FAM86C1P	FLJ27199	FAM86C1	ENSG00000158483
HGNC:42392	Approved	FAM86C2P			ENSG00000160172
HGNC:32659	Approved	FAM86DP		FAM86D	ENSG00000244026
HGNC:28017	Approved	FAM86EP			ENSG00000251669
HGNC:42357	Approved	FAM86FP			ENSG00000164845
HGNC:42358	Approved	FAM86GP			ENSG00000166492
HGNC:42359	Approved	FAM86HP			ENSG00000253540
HGNC:44097	Approved	FAM86JP			ENSG00000171084
HGNC:44098	Approved	FAM86KP			ENSG00000163612
HGNC:44099	Approved	FAM86LP			ENSG00000242731
HGNC:44100	Approved	FAM86MP			ENSG00000186234
HGNC:32250	Approved	FAM90A2P			ENSG00000205879
HGNC:32251	Approved	FAM90A3P		FAM90A3	ENSG00000233132
HGNC:32252	Approved	FAM90A4P		FAM90A4	ENSG00000249005
HGNC:32253	Approved	FAM90A5P		FAM90A5	ENSG00000215373
HGNC:32254	Approved	FAM90A6P			ENSG00000248944
HGNC:32255	Approved	FAM90A7P		FAM90A7	ENSG00000285975
HGNC:32256	Approved	FAM90A8P		FAM90A8	ENSG00000285937
HGNC:32257	Approved	FAM90A9P		FAM90A9	ENSG00000285607
HGNC:32258	Approved	FAM90A10P		FAM90A10	ENSG00000285950
HGNC:32259	Approved	FAM90A11P		FAM90A11	ENSG00000233115
HGNC:32260	Approved	FAM90A12P		FAM90A12	ENSG00000254229
HGNC:32261	Approved	FAM90A13P		FAM90A13	ENSG00000223885
HGNC:32262	Approved	FAM90A14P		FAM90A14	ENSG00000285814
HGNC:32263	Approved	FAM90A15P		FAM90A15	ENSG00000230045
HGNC:32264	Approved	FAM90A16P		FAM90A16	ENSG00000285620
HGNC:32265	Approved	FAM90A17P		FAM90A17	ENSG00000285720
HGNC:32266	Approved	FAM90A18P		FAM90A18	ENSG00000285913
HGNC:32267	Approved	FAM90A19P		FAM90A19	ENSG00000285657
HGNC:32268	Approved	FAM90A20P		FAM90A20	ENSG00000233295
HGNC:32269	Approved	FAM90A21P			ENSG00000234749
HGNC:32270	Approved	FAM90A22P		FAM90A22	ENSG00000285687
HGNC:32271	Approved	FAM90A23P		FAM90A23	ENSG00000285765
HGNC:32272	Approved	FAM90A24P		FAM90A24	ENSG00000215354
HGNC:32246	Approved	FAM90A25P			ENSG00000251402
HGNC:43617	Approved	FAM90A27P			ENSG00000189348
HGNC:43747	Approved	FAM90A28P			ENSG00000269118
HGNC:51523	Approved	FAM91A2P			ENSG00000284842
HGNC:32273	Approved	FAM91A3P			ENSG00000242352
HGNC:51524	Approved	FAM91A4P			
HGNC:38397	Approved	FAM106DP		FAM106D	ENSG00000266960
HGNC:44190	Approved	FAM133CP			ENSG00000183055
HGNC:44192	Approved	FAM133DP			ENSG00000230562
HGNC:54729	Approved	FAM133EP			ENSG00000270528
HGNC:54730	Approved	FAM133FP			ENSG00000225934
HGNC:54731	Approved	FAM133GP			ENSG00000256079
HGNC:21110	Approved	FAM136BP	dJ40E16.3	C6orf87	ENSG00000232654
HGNC:21110	Approved	FAM136BP	dJ40E16.3	FAM136B	ENSG00000232654
HGNC:55496	Approved	FAM136CP			ENSG00000232830
HGNC:55497	Approved	FAM136DP			ENSG00000270587
HGNC:55498	Approved	FAM136EP			ENSG00000230634
HGNC:55499	Approved	FAM136FP			ENSG00000217178
HGNC:55500	Approved	FAM136GP			ENSG00000227873
HGNC:31735	Approved	FAM149B1P1		KIAA0974P	ENSG00000214424
HGNC:31735	Approved	FAM149B1P1		FAM149B2	ENSG00000214424
